year, uni, subject, num
2015,"University of St Mark & St John (formerly UCP Marjon)","Business and Admin studies",140
2015,"University of St Mark & St John (formerly UCP Marjon)","Mass Communication and Documentation",85
2015,"University of St Mark & St John (formerly UCP Marjon)","Linguistics, Classics and related",55
2015,"University of St Mark & St John (formerly UCP Marjon)","Creative Arts and Design",320
2015,"University of St Mark & St John (formerly UCP Marjon)","Education",770
2015,"University of St Mark & St John (formerly UCP Marjon)","Combined arts",35
2015,"University of St Mark & St John (formerly UCP Marjon)","Sciences combined with Social Sciences or Arts",55
2015,"Plymouth College of Art","Computer Sciences",105
2015,"Plymouth College of Art","Business and Admin studies",40
2015,"Plymouth College of Art","Creative Arts and Design",1190
2015,"Plymouth College of Art","Social Sciences combined with Arts",85
2015,"Point Blank Music School","Social Sciences combined with Arts",10
2015,"University of Portsmouth","Subjects allied to Medicine",3050
2015,"University of Portsmouth","Biological Sciences",4065
2015,"University of Portsmouth","Physical Sciences",1600
2015,"University of Portsmouth","Mathematical Sciences",545
2015,"University of Portsmouth","Engineering",1910
2015,"University of Portsmouth","Computer Sciences",1985
2015,"University of Portsmouth","Technologies",205
2015,"University of Portsmouth","Architecture, Building and Planning",885
2015,"University of Portsmouth","Social Studies",2435
2015,"University of Portsmouth","Law",2130
2015,"University of Portsmouth","Business and Admin studies",4600
2015,"University of Portsmouth","Mass Communication and Documentation",1075
2015,"University of Portsmouth","Linguistics, Classics and related",575
2015,"University of Portsmouth","European Languages, Literature and related",285
2015,"University of Portsmouth","Non-European Languages, Literature and related",100
2015,"University of Portsmouth","History and Philosophical studies",545
2015,"University of Portsmouth","Creative Arts and Design",2280
2015,"University of Portsmouth","Education",635
2015,"University of Portsmouth","Combined arts",550
2015,"University of Portsmouth","Combined sciences",70
2015,"University of Portsmouth","Combined social sciences",530
2015,"University of Portsmouth","Sciences combined with Social Sciences or Arts",430
2015,"University of Portsmouth","Social Sciences combined with Arts",300
2015,"University of Portsmouth","General, other combined and unknown",145
2015,"Queen Margaret University, Edinburgh","Subjects allied to Medicine",2915
2015,"Queen Margaret University, Edinburgh","Biological Sciences",610
2015,"Queen Margaret University, Edinburgh","Social Studies",85
2015,"Queen Margaret University, Edinburgh","Business and Admin studies",1155
2015,"Queen Margaret University, Edinburgh","Mass Communication and Documentation",500
2015,"Queen Margaret University, Edinburgh","Creative Arts and Design",650
2015,"Queen Margaret University, Edinburgh","Sciences combined with Social Sciences or Arts",300
2015,"Queen Margaret University, Edinburgh","General, other combined and unknown",190
2015,"Queen Mary University of London","Medicine and Dentistry",4490
2015,"Queen Mary University of London","Subjects allied to Medicine",2400
2015,"Queen Mary University of London","Biological Sciences",2740
2015,"Queen Mary University of London","Physical Sciences",1750
2015,"Queen Mary University of London","Mathematical Sciences",1040
2015,"Queen Mary University of London","Engineering",1985
2015,"Queen Mary University of London","Computer Sciences",2220
2015,"Queen Mary University of London","Technologies",205
2015,"Queen Mary University of London","Social Studies",3325
2015,"Queen Mary University of London","Law",2870
2015,"Queen Mary University of London","Business and Admin studies",4815
2015,"Queen Mary University of London","Mass Communication and Documentation",275
2015,"Queen Mary University of London","Linguistics, Classics and related",1205
2015,"Queen Mary University of London","European Languages, Literature and related",445
2015,"Queen Mary University of London","History and Philosophical studies",1145
2015,"Queen Mary University of London","Creative Arts and Design",565
2015,"Queen Mary University of London","Combined arts",735
2015,"Queen Mary University of London","Combined sciences",95
2015,"Queen Mary University of London","Combined social sciences",1155
2015,"Queen Mary University of London","Sciences combined with Social Sciences or Arts",295
2015,"Queen Mary University of London","Social Sciences combined with Arts",335
2015,"Queen's University Belfast","Medicine and Dentistry",1530
2015,"Queen's University Belfast","Subjects allied to Medicine",6340
2015,"Queen's University Belfast","Biological Sciences",2180
2015,"Queen's University Belfast","Veterinary Sciences, Agriculture and related",415
2015,"Queen's University Belfast","Physical Sciences",1235
2015,"Queen's University Belfast","Mathematical Sciences",600
2015,"Queen's University Belfast","Engineering",2205
2015,"Queen's University Belfast","Computer Sciences",2140
2015,"Queen's University Belfast","Technologies",185
2015,"Queen's University Belfast","Architecture, Building and Planning",490
2015,"Queen's University Belfast","Social Studies",2400
2015,"Queen's University Belfast","Law",1745
2015,"Queen's University Belfast","Business and Admin studies",1905
2015,"Queen's University Belfast","Linguistics, Classics and related",705
2015,"Queen's University Belfast","European Languages, Literature and related",290
2015,"Queen's University Belfast","History and Philosophical studies",1105
2015,"Queen's University Belfast","Creative Arts and Design",895
2015,"Queen's University Belfast","Combined arts",560
2015,"Queen's University Belfast","Combined sciences",525
2015,"Queen's University Belfast","Combined social sciences",345
2015,"Queen's University Belfast","Sciences combined with Social Sciences or Arts",480
2015,"Queen's University Belfast","Social Sciences combined with Arts",705
2015,"Queen's University Belfast","General, other combined and unknown",120
2015,"Ravensbourne","Engineering",35
2015,"Ravensbourne","Computer Sciences",15
2015,"Ravensbourne","Architecture, Building and Planning",150
2015,"Ravensbourne","Mass Communication and Documentation",1295
2015,"Ravensbourne","Creative Arts and Design",1615
2015,"Ravensbourne","Sciences combined with Social Sciences or Arts",15
2015,"Ravensbourne","Social Sciences combined with Arts",495
2015,"University of Reading","Subjects allied to Medicine",1415
2015,"University of Reading","Biological Sciences",3245
2015,"University of Reading","Veterinary Sciences, Agriculture and related",690
2015,"University of Reading","Physical Sciences",1585
2015,"University of Reading","Mathematical Sciences",655
2015,"University of Reading","Engineering",245
2015,"University of Reading","Computer Sciences",840
2015,"University of Reading","Architecture, Building and Planning",560
2015,"University of Reading","Social Studies",2185
2015,"University of Reading","Law",2110
2015,"University of Reading","Business and Admin studies",3890
2015,"University of Reading","Mass Communication and Documentation",175
2015,"University of Reading","Linguistics, Classics and related",1690
2015,"University of Reading","European Languages, Literature and related",325
2015,"University of Reading","History and Philosophical studies",1080
2015,"University of Reading","Creative Arts and Design",880
2015,"University of Reading","Education",525
2015,"University of Reading","Combined arts",720
2015,"University of Reading","Combined sciences",375
2015,"University of Reading","Combined social sciences",105
2015,"University of Reading","Sciences combined with Social Sciences or Arts",930
2015,"University of Reading","Social Sciences combined with Arts",710
2015,"University of Reading","General, other combined and unknown",80
2015,"Reaseheath College","Biological Sciences",15
2015,"Reaseheath College","Veterinary Sciences, Agriculture and related",195
2015,"Reaseheath College","Architecture, Building and Planning",20
2015,"Reaseheath College","Business and Admin studies",15
2015,"Regent's University London (incorporating E77 European Business School)","Biological Sciences",150
2015,"Regent's University London (incorporating E77 European Business School)","Social Studies",5
2015,"Regent's University London (incorporating E77 European Business School)","Business and Admin studies",940
2015,"Regent's University London (incorporating E77 European Business School)","Mass Communication and Documentation",160
2015,"Regent's University London (incorporating E77 European Business School)","Creative Arts and Design",400
2015,"Regent's University London (incorporating E77 European Business School)","Combined arts",50
2015,"Regent's University London (incorporating E77 European Business School)","Social Sciences combined with Arts",35
2015,"Regent's University London (incorporating E77 European Business School)","General, other combined and unknown",85
2015,"Richmond, The American International University in London","Biological Sciences",60
2015,"Richmond, The American International University in London","Social Studies",150
2015,"Richmond, The American International University in London","Business and Admin studies",230
2015,"Richmond, The American International University in London","Mass Communication and Documentation",110
2015,"Richmond, The American International University in London","Non-European Languages, Literature and related",25
2015,"Richmond, The American International University in London","History and Philosophical studies",20
2015,"Richmond, The American International University in London","Creative Arts and Design",105
2015,"Richmond, The American International University in London","Combined arts",25
2015,"Richmond, The American International University in London","Social Sciences combined with Arts",135
2015,"Richmond, The American International University in London","General, other combined and unknown",5
2015,"Robert Gordon University","Subjects allied to Medicine",3595
2015,"Robert Gordon University","Biological Sciences",325
2015,"Robert Gordon University","Physical Sciences",195
2015,"Robert Gordon University","Engineering",1190
2015,"Robert Gordon University","Computer Sciences",495
2015,"Robert Gordon University","Architecture, Building and Planning",600
2015,"Robert Gordon University","Social Studies",780
2015,"Robert Gordon University","Law",495
2015,"Robert Gordon University","Business and Admin studies",2420
2015,"Robert Gordon University","Mass Communication and Documentation",530
2015,"Robert Gordon University","Creative Arts and Design",990
2015,"Robert Gordon University","Sciences combined with Social Sciences or Arts",110
2015,"Robert Gordon University","Social Sciences combined with Arts",270
2015,"University of Roehampton","Subjects allied to Medicine",520
2015,"University of Roehampton","Biological Sciences",1850
2015,"University of Roehampton","Social Studies",325
2015,"University of Roehampton","Law",370
2015,"University of Roehampton","Business and Admin studies",1535
2015,"University of Roehampton","Mass Communication and Documentation",395
2015,"University of Roehampton","Linguistics, Classics and related",325
2015,"University of Roehampton","European Languages, Literature and related",20
2015,"University of Roehampton","History and Philosophical studies",470
2015,"University of Roehampton","Creative Arts and Design",1330
2015,"University of Roehampton","Education",1595
2015,"University of Roehampton","Combined arts",355
2015,"University of Roehampton","Combined social sciences",120
2015,"University of Roehampton","Sciences combined with Social Sciences or Arts",220
2015,"University of Roehampton","Social Sciences combined with Arts",105
2015,"Rose Bruford College","Creative Arts and Design",2905
2015,"Rotherham College of Arts and Technology","Computer Sciences",10
2015,"Rotherham College of Arts and Technology","Social Studies",5
2015,"Rotherham College of Arts and Technology","Mass Communication and Documentation",5
2015,"Rotherham College of Arts and Technology","Creative Arts and Design",35
2015,"Royal Agricultural University, Cirencester","Biological Sciences",25
2015,"Royal Agricultural University, Cirencester","Veterinary Sciences, Agriculture and related",575
2015,"Royal Agricultural University, Cirencester","Business and Admin studies",395
2015,"Royal Agricultural University, Cirencester","History and Philosophical studies",20
2015,"Royal Agricultural University, Cirencester","Sciences combined with Social Sciences or Arts",205
2015,"Royal Academy of Dance","Creative Arts and Design",175
2015,"Royal Holloway, University of London","Subjects allied to Medicine",390
2015,"Royal Holloway, University of London","Biological Sciences",1825
2015,"Royal Holloway, University of London","Physical Sciences",1000
2015,"Royal Holloway, University of London","Mathematical Sciences",335
2015,"Royal Holloway, University of London","Computer Sciences",695
2015,"Royal Holloway, University of London","Social Studies",2240
2015,"Royal Holloway, University of London","Law",550
2015,"Royal Holloway, University of London","Business and Admin studies",3555
2015,"Royal Holloway, University of London","Mass Communication and Documentation",160
2015,"Royal Holloway, University of London","Linguistics, Classics and related",1105
2015,"Royal Holloway, University of London","European Languages, Literature and related",350
2015,"Royal Holloway, University of London","History and Philosophical studies",1355
2015,"Royal Holloway, University of London","Creative Arts and Design",1605
2015,"Royal Holloway, University of London","Combined arts",840
2015,"Royal Holloway, University of London","Combined sciences",50
2015,"Royal Holloway, University of London","Combined social sciences",470
2015,"Royal Holloway, University of London","Sciences combined with Social Sciences or Arts",470
2015,"Royal Holloway, University of London","Social Sciences combined with Arts",475
2015,"Royal Holloway, University of London","General, other combined and unknown",185
2015,"Royal Veterinary College (University of London)","Biological Sciences",150
2015,"Royal Veterinary College (University of London)","Veterinary Sciences, Agriculture and related",2230
2015,"Royal Welsh College of Music and Drama (Coleg Brenhinol Cerdd a Drama Cymru)","Creative Arts and Design",250
2015,"Ruskin College Oxford","Social Studies",40
2015,"Ruskin College Oxford","Law",5
2015,"Ruskin College Oxford","General, other combined and unknown",5
2015,"SRUC - Scotland's Rural College","Biological Sciences",25
2015,"SRUC - Scotland's Rural College","Veterinary Sciences, Agriculture and related",1440
2015,"SRUC - Scotland's Rural College","Physical Sciences",160
2015,"SRUC - Scotland's Rural College","Architecture, Building and Planning",35
2015,"SRUC - Scotland's Rural College","Business and Admin studies",210
2015,"SRUC - Scotland's Rural College","Combined sciences",60
2015,"SRUC - Scotland's Rural College","Sciences combined with Social Sciences or Arts",250
2015,"The University of Salford","Subjects allied to Medicine",7075
2015,"The University of Salford","Biological Sciences",1610
2015,"The University of Salford","Veterinary Sciences, Agriculture and related",205
2015,"The University of Salford","Physical Sciences",630
2015,"The University of Salford","Mathematical Sciences",180
2015,"The University of Salford","Engineering",2010
2015,"The University of Salford","Computer Sciences",1245
2015,"The University of Salford","Technologies",345
2015,"The University of Salford","Architecture, Building and Planning",620
2015,"The University of Salford","Social Studies",1315
2015,"The University of Salford","Law",1150
2015,"The University of Salford","Business and Admin studies",2740
2015,"The University of Salford","Mass Communication and Documentation",965
2015,"The University of Salford","Linguistics, Classics and related",355
2015,"The University of Salford","History and Philosophical studies",130
2015,"The University of Salford","Creative Arts and Design",2990
2015,"The University of Salford","Combined arts",335
2015,"The University of Salford","Combined sciences",940
2015,"The University of Salford","Combined social sciences",290
2015,"The University of Salford","Sciences combined with Social Sciences or Arts",720
2015,"The University of Salford","Social Sciences combined with Arts",65
2015,"SAE Institute","Computer Sciences",110
2015,"SAE Institute","Technologies",475
2015,"SAE Institute","Creative Arts and Design",435
2015,"Sandwell College","Engineering",5
2015,"Sandwell College","Business and Admin studies",10
2015,"Sandwell College","Creative Arts and Design",10
2015,"SOAS, University of London","Social Studies",1625
2015,"SOAS, University of London","Law",700
2015,"SOAS, University of London","Business and Admin studies",350
2015,"SOAS, University of London","Linguistics, Classics and related",160
2015,"SOAS, University of London","Non-European Languages, Literature and related",665
2015,"SOAS, University of London","History and Philosophical studies",460
2015,"SOAS, University of London","Creative Arts and Design",55
2015,"SOAS, University of London","Combined arts",335
2015,"SOAS, University of London","Combined social sciences",110
2015,"SOAS, University of London","Sciences combined with Social Sciences or Arts",35
2015,"SOAS, University of London","Social Sciences combined with Arts",765
2015,"SOAS, University of London","General, other combined and unknown",90
2015,"Salford City College","Computer Sciences",5
2015,"Salford City College","Social Studies",15
2015,"The University of Sheffield","Medicine and Dentistry",2640
2015,"The University of Sheffield","Subjects allied to Medicine",2180
2015,"The University of Sheffield","Biological Sciences",3110
2015,"The University of Sheffield","Physical Sciences",2600
2015,"The University of Sheffield","Mathematical Sciences",845
2015,"The University of Sheffield","Engineering",6200
2015,"The University of Sheffield","Computer Sciences",960
2015,"The University of Sheffield","Technologies",240
2015,"The University of Sheffield","Architecture, Building and Planning",1380
2015,"The University of Sheffield","Social Studies",3450
2015,"The University of Sheffield","Law",1460
2015,"The University of Sheffield","Business and Admin studies",2130
2015,"The University of Sheffield","Mass Communication and Documentation",595
2015,"The University of Sheffield","Linguistics, Classics and related",1195
2015,"The University of Sheffield","European Languages, Literature and related",435
2015,"The University of Sheffield","Non-European Languages, Literature and related",690
2015,"The University of Sheffield","History and Philosophical studies",1765
2015,"The University of Sheffield","Creative Arts and Design",275
2015,"The University of Sheffield","Education",165
2015,"The University of Sheffield","Combined arts",705
2015,"The University of Sheffield","Combined sciences",240
2015,"The University of Sheffield","Combined social sciences",500
2015,"The University of Sheffield","Sciences combined with Social Sciences or Arts",710
2015,"The University of Sheffield","Social Sciences combined with Arts",810
2015,"The University of Sheffield","General, other combined and unknown",25
2015,"St Patrick's College, London","Social Studies",5
2015,"St Patrick's College, London","Law",5
2015,"St Patrick's College, London","Business and Admin studies",25
2015,"St Patrick's College, London","Combined sciences",5
2015,"South & City College Birmingham","Computer Sciences",40
2015,"South & City College Birmingham","Architecture, Building and Planning",25
2015,"South & City College Birmingham","Social Studies",60
2015,"South & City College Birmingham","Business and Admin studies",55
2015,"South & City College Birmingham","Creative Arts and Design",15
2015,"Sheffield Hallam University","Subjects allied to Medicine",8750
2015,"Sheffield Hallam University","Biological Sciences",5170
2015,"Sheffield Hallam University","Physical Sciences",1040
2015,"Sheffield Hallam University","Mathematical Sciences",335
2015,"Sheffield Hallam University","Engineering",1105
2015,"Sheffield Hallam University","Computer Sciences",1425
2015,"Sheffield Hallam University","Technologies",50
2015,"Sheffield Hallam University","Architecture, Building and Planning",815
2015,"Sheffield Hallam University","Social Studies",2000
2015,"Sheffield Hallam University","Law",1635
2015,"Sheffield Hallam University","Business and Admin studies",5045
2015,"Sheffield Hallam University","Mass Communication and Documentation",1360
2015,"Sheffield Hallam University","Linguistics, Classics and related",655
2015,"Sheffield Hallam University","European Languages, Literature and related",155
2015,"Sheffield Hallam University","History and Philosophical studies",555
2015,"Sheffield Hallam University","Creative Arts and Design",3125
2015,"Sheffield Hallam University","Education",2355
2015,"Sheffield Hallam University","Combined arts",50
2015,"Sheffield Hallam University","Combined sciences",530
2015,"Sheffield Hallam University","Combined social sciences",285
2015,"Sheffield Hallam University","Sciences combined with Social Sciences or Arts",1765
2015,"Sheffield Hallam University","Social Sciences combined with Arts",280
2015,"Sheffield Hallam University","General, other combined and unknown",85
2015,"Sheffield College","Biological Sciences",30
2015,"Sheffield College","Veterinary Sciences, Agriculture and related",15
2015,"Sheffield College","Engineering",15
2015,"Sheffield College","Computer Sciences",55
2015,"Sheffield College","Architecture, Building and Planning",5
2015,"Sheffield College","Social Studies",110
2015,"Sheffield College","Business and Admin studies",65
2015,"Sheffield College","Mass Communication and Documentation",30
2015,"Sheffield College","Creative Arts and Design",170
2015,"Solihull College","Biological Sciences",40
2015,"Solihull College","Engineering",30
2015,"Solihull College","Computer Sciences",50
2015,"Solihull College","Mass Communication and Documentation",20
2015,"Solihull College","Creative Arts and Design",55
2015,"Solihull College","Education",20
2015,"University of Southampton","Medicine and Dentistry",2450
2015,"University of Southampton","Subjects allied to Medicine",5535
2015,"University of Southampton","Biological Sciences",2165
2015,"University of Southampton","Physical Sciences",3685
2015,"University of Southampton","Mathematical Sciences",1285
2015,"University of Southampton","Engineering",4275
2015,"University of Southampton","Computer Sciences",1575
2015,"University of Southampton","Technologies",100
2015,"University of Southampton","Social Studies",3920
2015,"University of Southampton","Law",1645
2015,"University of Southampton","Business and Admin studies",2905
2015,"University of Southampton","Mass Communication and Documentation",180
2015,"University of Southampton","Linguistics, Classics and related",700
2015,"University of Southampton","European Languages, Literature and related",595
2015,"University of Southampton","History and Philosophical studies",1425
2015,"University of Southampton","Creative Arts and Design",980
2015,"University of Southampton","Education",210
2015,"University of Southampton","Combined arts",560
2015,"University of Southampton","Combined sciences",290
2015,"University of Southampton","Combined social sciences",70
2015,"University of Southampton","Sciences combined with Social Sciences or Arts",1030
2015,"University of Southampton","Social Sciences combined with Arts",885
2015,"University of Southampton","General, other combined and unknown",380
2015,"Somerset College","Engineering",5
2015,"Somerset College","Computer Sciences",25
2015,"Somerset College","Social Studies",35
2015,"Somerset College","Business and Admin studies",5
2015,"Somerset College","Mass Communication and Documentation",5
2015,"Somerset College","Creative Arts and Design",125
2015,"Somerset College","Education",5
2015,"Southampton Solent University","Subjects allied to Medicine",40
2015,"Southampton Solent University","Biological Sciences",2045
2015,"Southampton Solent University","Physical Sciences",105
2015,"Southampton Solent University","Engineering",365
2015,"Southampton Solent University","Computer Sciences",1210
2015,"Southampton Solent University","Technologies",140
2015,"Southampton Solent University","Architecture, Building and Planning",160
2015,"Southampton Solent University","Social Studies",555
2015,"Southampton Solent University","Law",610
2015,"Southampton Solent University","Business and Admin studies",2410
2015,"Southampton Solent University","Mass Communication and Documentation",1925
2015,"Southampton Solent University","Linguistics, Classics and related",90
2015,"Southampton Solent University","Creative Arts and Design",3585
2015,"Southampton Solent University","Combined arts",220
2015,"Southampton Solent University","Combined sciences",55
2015,"Southampton Solent University","Combined social sciences",15
2015,"Southampton Solent University","Sciences combined with Social Sciences or Arts",1415
2015,"Southampton Solent University","Social Sciences combined with Arts",550
2015,"South Devon College","Subjects allied to Medicine",45
2015,"South Devon College","Biological Sciences",40
2015,"South Devon College","Veterinary Sciences, Agriculture and related",30
2015,"South Devon College","Physical Sciences",10
2015,"South Devon College","Engineering",15
2015,"South Devon College","Computer Sciences",25
2015,"South Devon College","Technologies",15
2015,"South Devon College","Architecture, Building and Planning",5
2015,"South Devon College","Law",10
2015,"South Devon College","Business and Admin studies",25
2015,"South Devon College","History and Philosophical studies",10
2015,"South Devon College","Creative Arts and Design",30
2015,"South Devon College","Education",5
2015,"South Devon College","Combined arts",20
2015,"South Devon College","Combined sciences",25
2015,"South Devon College","Sciences combined with Social Sciences or Arts",75
2015,"Sparsholt College Hampshire","Veterinary Sciences, Agriculture and related",485
2015,"Sparsholt College Hampshire","Combined sciences",25
2015,"Southport College","Social Studies",5
2015,"University of St Andrews","Medicine and Dentistry",845
2015,"University of St Andrews","Subjects allied to Medicine",180
2015,"University of St Andrews","Biological Sciences",1585
2015,"University of St Andrews","Veterinary Sciences, Agriculture and related",40
2015,"University of St Andrews","Physical Sciences",1845
2015,"University of St Andrews","Mathematical Sciences",610
2015,"University of St Andrews","Computer Sciences",625
2015,"University of St Andrews","Social Studies",2010
2015,"University of St Andrews","Business and Admin studies",505
2015,"University of St Andrews","Mass Communication and Documentation",95
2015,"University of St Andrews","Linguistics, Classics and related",770
2015,"University of St Andrews","European Languages, Literature and related",445
2015,"University of St Andrews","Non-European Languages, Literature and related",20
2015,"University of St Andrews","History and Philosophical studies",1400
2015,"University of St Andrews","Combined arts",620
2015,"University of St Andrews","Combined sciences",425
2015,"University of St Andrews","Combined social sciences",360
2015,"University of St Andrews","Sciences combined with Social Sciences or Arts",665
2015,"University of St Andrews","Social Sciences combined with Arts",970
2015,"University of St Andrews","General, other combined and unknown",290
2015,"South Cheshire College","Business and Admin studies",5
2015,"South Cheshire College","Combined sciences",5
2015,"South Downs College","Creative Arts and Design",10
2015,"South Essex College, University Centre Southend and Thurrock","Subjects allied to Medicine",50
2015,"South Essex College, University Centre Southend and Thurrock","Biological Sciences",50
2015,"South Essex College, University Centre Southend and Thurrock","Computer Sciences",40
2015,"South Essex College, University Centre Southend and Thurrock","Social Studies",15
2015,"South Essex College, University Centre Southend and Thurrock","Business and Admin studies",20
2015,"South Essex College, University Centre Southend and Thurrock","Mass Communication and Documentation",50
2015,"South Essex College, University Centre Southend and Thurrock","Creative Arts and Design",260
2015,"South Essex College, University Centre Southend and Thurrock","Education",95
2015,"South Essex College, University Centre Southend and Thurrock","Sciences combined with Social Sciences or Arts",45
2015,"South Essex College, University Centre Southend and Thurrock","Social Sciences combined with Arts",30
2015,"St George's, University of London","Medicine and Dentistry",3160
2015,"St George's, University of London","Subjects allied to Medicine",3560
2015,"St George's, University of London","Biological Sciences",10
2015,"St George's, University of London","Engineering",120
2015,"University Centre St Helens","Biological Sciences",25
2015,"University Centre St Helens","Engineering",10
2015,"University Centre St Helens","Computer Sciences",30
2015,"University Centre St Helens","Social Studies",15
2015,"University Centre St Helens","Law",30
2015,"University Centre St Helens","Business and Admin studies",35
2015,"University Centre St Helens","Creative Arts and Design",105
2015,"South Tyneside College","Computer Sciences",5
2015,"South Tyneside College","Technologies",10
2015,"South Tyneside College","Law",15
2015,"South Tyneside College","Creative Arts and Design",5
2015,"South Gloucestershire and Stroud College","Biological Sciences",40
2015,"South Gloucestershire and Stroud College","Computer Sciences",10
2015,"South Gloucestershire and Stroud College","Social Studies",15
2015,"South Gloucestershire and Stroud College","Creative Arts and Design",125
2015,"Spurgeon's College","History and Philosophical studies",45
2015,"St Mary's College, Blackburn","Social Studies",15
2015,"St Mary's University, Twickenham, London","Subjects allied to Medicine",200
2015,"St Mary's University, Twickenham, London","Biological Sciences",2065
2015,"St Mary's University, Twickenham, London","Physical Sciences",170
2015,"St Mary's University, Twickenham, London","Social Studies",195
2015,"St Mary's University, Twickenham, London","Law",270
2015,"St Mary's University, Twickenham, London","Business and Admin studies",415
2015,"St Mary's University, Twickenham, London","Mass Communication and Documentation",115
2015,"St Mary's University, Twickenham, London","Linguistics, Classics and related",100
2015,"St Mary's University, Twickenham, London","History and Philosophical studies",375
2015,"St Mary's University, Twickenham, London","Creative Arts and Design",445
2015,"St Mary's University, Twickenham, London","Education",1100
2015,"St Mary's University, Twickenham, London","Combined arts",300
2015,"St Mary's University, Twickenham, London","Combined sciences",215
2015,"St Mary's University, Twickenham, London","Combined social sciences",100
2015,"St Mary's University, Twickenham, London","Sciences combined with Social Sciences or Arts",280
2015,"St Mary's University, Twickenham, London","Social Sciences combined with Arts",45
2015,"Staffordshire University","Subjects allied to Medicine",3485
2015,"Staffordshire University","Biological Sciences",1575
2015,"Staffordshire University","Veterinary Sciences, Agriculture and related",50
2015,"Staffordshire University","Physical Sciences",565
2015,"Staffordshire University","Mathematical Sciences",45
2015,"Staffordshire University","Engineering",500
2015,"Staffordshire University","Computer Sciences",1710
2015,"Staffordshire University","Technologies",140
2015,"Staffordshire University","Social Studies",830
2015,"Staffordshire University","Law",410
2015,"Staffordshire University","Business and Admin studies",800
2015,"Staffordshire University","Mass Communication and Documentation",600
2015,"Staffordshire University","Linguistics, Classics and related",145
2015,"Staffordshire University","History and Philosophical studies",140
2015,"Staffordshire University","Creative Arts and Design",2155
2015,"Staffordshire University","Education",380
2015,"Staffordshire University","Combined arts",10
2015,"Staffordshire University","Sciences combined with Social Sciences or Arts",25
2015,"Staffordshire University","Social Sciences combined with Arts",55
2015,"Stratford upon Avon College","Business and Admin studies",15
2015,"Stratford upon Avon College","Mass Communication and Documentation",10
2015,"Stratford upon Avon College","Creative Arts and Design",35
2015,"The University of Stirling","Subjects allied to Medicine",1965
2015,"The University of Stirling","Biological Sciences",3640
2015,"The University of Stirling","Physical Sciences",200
2015,"The University of Stirling","Mathematical Sciences",130
2015,"The University of Stirling","Computer Sciences",535
2015,"The University of Stirling","Social Studies",1485
2015,"The University of Stirling","Law",805
2015,"The University of Stirling","Business and Admin studies",1750
2015,"The University of Stirling","Mass Communication and Documentation",880
2015,"The University of Stirling","Linguistics, Classics and related",250
2015,"The University of Stirling","European Languages, Literature and related",190
2015,"The University of Stirling","History and Philosophical studies",740
2015,"The University of Stirling","Creative Arts and Design",10
2015,"The University of Stirling","Education",795
2015,"The University of Stirling","Combined arts",880
2015,"The University of Stirling","Combined sciences",110
2015,"The University of Stirling","Combined social sciences",705
2015,"The University of Stirling","Sciences combined with Social Sciences or Arts",1930
2015,"The University of Stirling","Social Sciences combined with Arts",700
2015,"The University of Stirling","General, other combined and unknown",125
2015,"Stockport College","Physical Sciences",10
2015,"Stockport College","Engineering",10
2015,"Stockport College","Computer Sciences",5
2015,"Stockport College","Social Studies",30
2015,"Stockport College","Business and Admin studies",5
2015,"Stockport College","Mass Communication and Documentation",10
2015,"Stockport College","Creative Arts and Design",130
2015,"Stockport College","Education",20
2015,"The University of Strathclyde","Subjects allied to Medicine",1210
2015,"The University of Strathclyde","Biological Sciences",1880
2015,"The University of Strathclyde","Physical Sciences",1265
2015,"The University of Strathclyde","Mathematical Sciences",440
2015,"The University of Strathclyde","Engineering",3830
2015,"The University of Strathclyde","Computer Sciences",775
2015,"The University of Strathclyde","Architecture, Building and Planning",430
2015,"The University of Strathclyde","Social Studies",1425
2015,"The University of Strathclyde","Law",995
2015,"The University of Strathclyde","Business and Admin studies",3100
2015,"The University of Strathclyde","Linguistics, Classics and related",195
2015,"The University of Strathclyde","European Languages, Literature and related",160
2015,"The University of Strathclyde","History and Philosophical studies",390
2015,"The University of Strathclyde","Creative Arts and Design",125
2015,"The University of Strathclyde","Education",4865
2015,"The University of Strathclyde","Combined arts",765
2015,"The University of Strathclyde","Combined sciences",970
2015,"The University of Strathclyde","Combined social sciences",675
2015,"The University of Strathclyde","Sciences combined with Social Sciences or Arts",1795
2015,"The University of Strathclyde","Social Sciences combined with Arts",970
2015,"The University of Strathclyde","General, other combined and unknown",50
2015,"Stranmillis University College: A College of Queen's University Belfast","Social Studies",295
2015,"Stranmillis University College: A College of Queen's University Belfast","Business and Admin studies",60
2015,"Stranmillis University College: A College of Queen's University Belfast","Education",1220
2015,"Stranmillis University College: A College of Queen's University Belfast","Combined arts",155
2015,"Stranmillis University College: A College of Queen's University Belfast","Combined social sciences",70
2015,"Stranmillis University College: A College of Queen's University Belfast","Sciences combined with Social Sciences or Arts",55
2015,"Stranmillis University College: A College of Queen's University Belfast","Social Sciences combined with Arts",285
2015,"University Campus Suffolk (UCS)","Subjects allied to Medicine",1830
2015,"University Campus Suffolk (UCS)","Biological Sciences",155
2015,"University Campus Suffolk (UCS)","Engineering",25
2015,"University Campus Suffolk (UCS)","Computer Sciences",50
2015,"University Campus Suffolk (UCS)","Technologies",10
2015,"University Campus Suffolk (UCS)","Architecture, Building and Planning",10
2015,"University Campus Suffolk (UCS)","Social Studies",305
